"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c1f35c479f1d63ec17d7f9305f21c871~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce76a6d5&x-expires=1746259200&x-signature=l2dmdDNOD6lIqPSUkRtSdKABr%2BU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7490754243256271624","1744077157","2025-04-08T01:52:37.000Z","0","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"0","https://vt.tiktok.com/ZSh8FQbqo/","Pay pay pay😂😂😂😂😂","7409742328367662097","ewl.hasan","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2f379305e194faaf526a5e0a9e846333~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24bc76b3&x-expires=1746259200&x-signature=lEPltfp1zXvzKI5PP5ex3Ui3tzE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473395791701377810","1740035565","2025-02-20T07:12:45.000Z","232","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"1","https://vt.tiktok.com/ZSh8FQbqo/","what a joke","6904204433073865730","alanscout_","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/169c354b4721909140d39231f17d961b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4112a7a8&x-expires=1746259200&x-signature=%2BuSI26SH2wRswLl%2B1sVv5GhLcJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473446234558055175","1740047314","2025-02-20T10:28:34.000Z","4734","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"31","https://vt.tiktok.com/ZSh8FQbqo/","SUKATANI TIDAK KLARIFIKASI, TAPI TERINTIMIDASI
#KamiBersamaSUKATANI","6940651038849369089","bukanpahlawan432","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/115091eada97c2739864fbbea30b53cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3cace510&x-expires=1746259200&x-signature=673WATYUpZ9s93Zikxt1DMkM%2Fqs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473396016432972552","1740035625","2025-02-20T07:13:45.000Z","6300","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"8","https://vt.tiktok.com/ZSh8FQbqo/","Kami bersama sukatani","6958985644777997317","arishamim_","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5ac2264c2a845aaea2f7049fa2aca906~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=91b6184f&x-expires=1746259200&x-signature=NdCewNnhRilR8aNVKquYQHuV1GM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473535862664921864","1740068176","2025-02-20T16:16:16.000Z","4928","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"36","https://vt.tiktok.com/ZSh8FQbqo/","YOK KALIAN YG BISA MAIN MUSIK, MULAI SEKARANG COVER LAGU MEREKA YG BAYAR BAYAR BAYAR!!!!","6896352671877235713","mrxxx0073","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/529448dbfcc3d03df007d301af25b022~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d7d8a05&x-expires=1746259200&x-signature=1HjspIoh5WI%2FQj6LXuDRKwm9WY8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473457175513498376","1740049863","2025-02-20T11:11:03.000Z","1621","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"16","https://vt.tiktok.com/ZSh8FQbqo/","kok isok 😂
padahal kenyataane ngono.
bayar bayar bayar 😂","6869770860517966849","kakao_6790","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=41ed5355&x-expires=1746259200&x-signature=34h6xQTWnsvzST54sikZy2CM07o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473396013585711880","1740035625","2025-02-20T07:13:45.000Z","5228","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"21","https://vt.tiktok.com/ZSh8FQbqo/","wah parah, padahal liriknya fakta semua","7110361546051798018","addamn666","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/8fbedd063a05bdda647c613e9b2ff1fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b7beff1&x-expires=1746259200&x-signature=XJ3%2BL8hvAJEyavsgzpVabB%2F6tf4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473397286086918920","1740035925","2025-02-20T07:18:45.000Z","3737","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"50","https://vt.tiktok.com/ZSh8FQbqo/","sukatani ga salah ini knpa pada minta naaf","6930923259303396353","just.nopall5","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/28db0483692d771e505cbf7a55d917d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3292655b&x-expires=1746259200&x-signature=mRfjcJTzhdXVkcbvze6vA5qwhFA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473418461000418068","1740040846","2025-02-20T08:40:46.000Z","19994","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"191","https://vt.tiktok.com/ZSh8FQbqo/","mereka bukan KLARIFIKASI, mereka DIINTIMIDASI","6925029927025640449","wztrippiee","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8ce6c2871a5023229e148d56adab1d67~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=65846e3a&x-expires=1746259200&x-signature=5Ni5LHamS02fMQM%2FyCQ4huUlfYo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473430391513924369","1740043621","2025-02-20T09:27:01.000Z","250","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"1","https://vt.tiktok.com/ZSh8FQbqo/","Berarti apa yg di nyanyikan oleh sukatani adalah nyata adanya😂","7009455285283030017","apriweah","https://www.tiktok.com/@hai_online/video/7473394493971074311"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e760b3484b09d2659b44c4f0c6e55163~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=93860cb5&x-expires=1746259200&x-signature=6luSf2Swfy4U62gqGGIsF8YIQxo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473465752999052040","1740051859","2025-02-20T11:44:19.000Z","4189","https://vt.tiktok.com/ZSh8FQbqo/","false","false",,"28","https://vt.tiktok.com/ZSh8FQbqo/","ndk ush di cabut lagu bayar bayar bayar soal enak lagu ny","7457649753452233729","jalurselatan13","https://www.tiktok.com/@hai_online/video/7473394493971074311"
